ccn,cares_provider_orig,cares_city_orig,cares_state_orig
170185,SAINT LUKE'S SOUTH HOSPITAL INC,OVERLAND PARK,KS
170196,KANSAS SPINE & SPECIALTY HOSPITAL LLC,WICHITA,KS
170197,KANSAS MEDICAL CENTER LLC,ANDOVER,KS
170200,ASCENSION VIA CHRISTI HOSPITAL ST TERESA INC.,WICHITA,KS
171384,NEWMAN REGIONAL HEALTH,EMPORIA,KS
171385,COFFEY COUNTY HOSPITAL (AKA COFFEY HEALTH SYSTEM),BURLINGTON,KS
180001,ST ELIZABETH FT THOMAS (FKA CARDINAL HILL SPECIALTY HOSPITAL),FORT THOMAS,KY
180001,"ST ELIZABETH MEDICAL CENTER, INC",FORT MITCHELL,KY
180002,APPALACHIAN REGIONAL HEALTHCARE INC.,LEXINGTON,KY
180004,OH MUHLENBERG LLC,GREENVILLE,KY
180005,"ARH TUG VALLEY HEALTH SERVICES, INC.",HAZARD,KY
180009,ASHLAND HOSPITAL CORPORATION,ASHLAND,KY
180010,"SAINT JOSEPH HEALTH SYSTEM, INC.",LONDON,KY
180011,"SAINT JOSEPH HEALTH SYSTEM, INC.",LONDON,KY
180012,HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY
180013,THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY
180013,BOWLING GREEN WARREN COUNTY COMMUNITY HOSPITAL CORPORATION,FOUNTAIN RUN,KY
180016,UOFL HEALTH-SHELBYVILLE INC,LOUISVILLE,KY
180017,T J SAMSON COMMUNITY HOSPITAL,GLASGOW,KY
180018,ST. CLAIRE MEDICAL CENTER INC,MOREHEAD,KY
180019,MEADOWVIEW REGIONAL MEDICAL CENTER LLC,MAYSVILLE,KY
180020,APPALACHIAN REGIONAL HEALTHCARE INC.,LEXINGTON,KY
180024,SPRING VIEW HOSPITAL LLC,LEBANON,KY
180025,FLAGET HEALTHCARE INC,LONDON,KY
180027,MURRAY CALLOWAY COUNTY PUBLIC HOSPITAL CORPORATION,MURRAY,KY
180029,APPALACHIAN REGIONAL HEALTHCARE INC.,LEXINGTON,KY
180035,"ST ELIZABETH MEDICAL CENTER, INC",FORT MITCHELL,KY
180038,OWENSBORO HEALTH INC,OWENSBORO,KY
180040,UOFL HEALTH-LOUISVILLE INC,LOUISVILLE,KY
180043,"MEMORIAL HOSPITAL, INC.",MANCHESTER,KY
180044,PIKEVILLE MEDICAL CENTER INC,PIKEVILLE,KY
180045,"ST ELIZABETH MEDICAL CENTER, INC",FORT MITCHELL,KY
180046,BOURBON COMMUNITY HOSPITAL LLC,PARIS,KY
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER INCORPORATED,DANVILLE,KY
180049,BAPTIST HEALTHCARE SYSTEM INC,LOUISVILLE,KY
180050,APPALACHIAN REGIONAL HEALTHCARE INC.,LEXINGTON,KY
180051,JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,KY
180056,"METHODIST HEALTH, INC.",HENDERSON,KY
180064,"SAINT JOSEPH HEALTH SYSTEM, INC.",LONDON,KY
180066,LOGAN MEMORIAL HOSPITAL LLC,BRENTWOOD,TN
180069,"ARH TUG VALLEY HEALTH SERVICES, INC.",HAZARD,KY
180070,GRAYSON COUNTY HOSPITAL FOUNDATION INC,LEITCHFIELD,KY
180078,PAINTSVILLE HOSPITAL COMPANY LLC,BRENTWOOD,TN
180079,HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY
180080,BAPTIST HEALTHCARE SYSTEM INC,LOUISVILLE,KY
180087,TAYLOR COUNTY HOSPITAL DISTRICT HEALTH FACILITIES CORPORATION,CAMPBELLSVILLE,KY
180092,"KENTUCKY HOSPITAL, LLC",STANTON,KY
180093,BAPTIST HEALTH MADISONVILLE INC,MADISONVILLE,KY
180095,CRITTENDEN COUNTY HOSPITAL,MARION,KY
180101,GEORGETOWN COMMUNITY HOSPITAL LLC,GEORGETOWN,KY
180102,MERCY HEALTH LOURDES HOSPITAL LLC,PADUCAH,KY
180103,BAPTIST HEALTHCARE SYSTEM INC,LOUISVILLE,KY
180104,BAPTIST HEALTHCARE SYSTEM INC,LOUISVILLE,KY
180105,"MONROE MEDICAL FOUNDATION, INC.",TOMPKINSVILLE,KY
180106,THE MEDICAL CENTER AT CLINTON COUNTY INC,ALBANY,KY
180115,"ROCKCASTLE COUNTY HOSPITAL, INC.",MT. VERNON,KY
180116,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY
180116,PINELAKE REGIONAL HOSPITAL LLC,MAYFIELD,KY
180124,"GREENVIEW HOSPITAL, INC.",BOWLING GREEN,KY
180127,FRANKFORT HOSPITAL INC,FRANKFORT,KY
180128,HOSPITAL OF LOUISA INC,BRENTWOOD,TN
180130,BAPTIST HEALTH LOUISVILLE (FKA BAPTIST HOSPITAL EAST),LOUISVILLE,KY
180130,BAPTIST HEALTHCARE SYSTEM INC,LOUISVILLE,KY
180132,LAKE CUMBERLAND REGIONAL HOSPITAL LLC,SOMERSET,KY
180139,"JACKSON MEDICAL CENTER, LLC",JACKSON,AL
180141,"UNIVERSITY MEDICAL CENTER, INC",LOUISVILLE,KY
180143,"SAINT JOSEPH HEALTH SYSTEM, INC.",LONDON,KY
180149,T J HEALTH COLUMBIA INC,GLASGOW,KY
183029,SOUTHERN KENTUCKY REHABILITATION HOSPITAL,BOWLING GREEN,KY
190002,LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,LA
190002,LAFAYETTE GENERAL MEDICAL CENTER INC,LAFAYETTE,LA
190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS (FKA MEDICAL CENTER OF LOUISIANA AT NEW ORLEANS AND INTERIM LSU PUBLIC HOSPITAL),NEW ORLEANS,LA
190005,UNIVERSITY MEDICAL CENTER MANAGEMENT CORPORATION,NEW ORLEANS,LA
190006,"UNIVERSITY HOSPITAL & CLINICS, INC.",LAFAYETTE,LA
190007,NATCHITOCHES PARISH HOSPITAL SERVICE DISTRICT,NATCHITOCHES,LA
190008,TERREBONNE GENERAL MEDICAL CENTER,HOUMA,LA
190008,TERREBONNE PARISH HOSPITAL SERVICE DISTRICT #1,HOUMA,LA
190011,OCHSNER LSU HEALTH SHREVEPORT - MONROE MEDICAL CENTER (FKA UNIVERSITY HEALTH CONWAY),MONROE,LA
190011,BRFHH MONROE LLC,SHREVEPORT,LA
190013,CALCASIEU CAMERON HOSPITAL SERVICE DISTRICT,SULPHUR,LA
190014,OCHSNER MORGAN CITY LLC,MORGAN CITY,LA
190015,NORTH OAKS MEDICAL CENTER,HAMMOND,LA
190017,OPELOUSAS GENERAL HOSPITAL AUTHORITY,OPELOUSAS,LA
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,LA
190019,CHRISTUS HEALTH CENTRAL LOUISIANA,MONROE,LA
190020,LANE REGIONAL MEDICAL CENTER,ZACHARY,LA
190020,HOSPITAL SERVICE DISTRICT 1 OF EAST BATON ROUGE PARISH,ZACHARY,LA
190025,"SAVOY MEDICAL MANAGEMENT GROUP, INC",MAMOU,LA
190026,"RAPIDES HEALTHCARE SYSTEM, L.L.C.",ALEXANDRIA,LA
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,LAKE CHARLES,LA
190027,CHRISTUS HEALTH SOUTHWESTERN LOUISIANA,DALLAS,TX
190036,OCHSNER CLINIC FOUNDATION,NEW ORLEANS,LA
190039,WEST JEFFERSON MEDICAL CENTER,MARRERO,LA
190039,WEST JEFFERSON HOLDINGS LLC,MARRERO,LA
190040,SLIDELL MEMORIAL HOSPITAL,SLIDELL,LA
190041,CHRISTUS HEALTH SHREVEPORT-BOSSIER,SHREVEPORT,LA
190041,CHRISTUS HEALTH NORTHERN LOUISIANA,MARIETTA,GA
190044,"ACADIA GENERAL HOSPITAL, INC.",CROWLEY,LA
190045,ST TAMMANY PARISH HOSPITAL,COVINGTON,LA
190045,ST TAMMANY PARISH HOSPITAL SERVICE DISTRICT NO 1,COVINGTON,LA
190046,TOURO INFIRMARY,NEW ORLEANS,LA
190046,TOURO INFIRMARY,New Orleans,LA
190050,HOSPITAL SERVICE DISTRICT NO 2 OF PARISH OF BEAUREGARD STATE OF LA,DERIDDER,LA
190053,JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,LA
190053,JENNINGS AMERICAN LEGION HOSPITAL INC,JENNINGS,LA
190054,IBERIA MEDICAL CENTER - MAIN CAMPUS,NEW IBERIA,LA
190054,HOSPITAL SERVICE DISTRICT NO. 1 OF IBERIA PARISH,NEW IBERIA,LA
190060,SOUTHWEST LOUISIANA HOSPITAL ASSOCIATION,LAKE CHARLES,LA
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,BATON ROUGE,LA
190064,OUR LADY OF THE LAKE CHILDRENS HEALTH,BATON ROUGE,LA
190064,OUR LADY OF THE LAKE HOSPITAL INC,BATON ROUGE,LA
190065,BATON ROUGE GENERAL MEDICAL CENTER - MID CITY CAMPUS,BATON ROUGE,LA
190065,BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE,LA
190079,ST CHARLES PARISH HOSPITAL,LULING,LA
190079,"HOSPITAL SERVICE DIST. NO. 1 OF THE PARISH OF ST. CHARLES, STATE OF LA",LULING,LA
190086,NORTHERN LOUISIANA MEDICAL CENTER,RUSTON,LA
190086,RUSTON LOUISIANA HOSPITAL COMPANY LLC,FRANKLIN,TN
190088,"SPRINGHILL MEDICAL SERVICES, INC.",SPRINGHILL,LA
190090,WINN PARISH MEDICAL CENTER,WINNFIELD,LA
190090,"CLHG-WINN, LLC",WINNFIELD,LA
190098,OCHSNER LSU HEALTH SHREVEPORT - ACADEMIC MEDICAL CENTER (FKA UNIVERSITY HEALTH SHREVEPORT),SHREVEPORT,LA
190098,"UNIVERSITY HEALTH SHREVEPORT, LLC",SHREVEPORT,LA
190099,CLHG-AVOYELLES LLC,MARKSVILLE,LA
190102,OUR LADY OF LOURDES REGIONAL MEDICAL CEN,LAFAYETTE,LA
190102,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER,LAFAYETTE,LA
190106,CLHG-OAKDALE LLC,OAKDALE,LA
190111,WILLIS-KNIGHTON MEDICAL CENTER,SHREVEPORT,LA
190111,WILLIS-KNIGHTON SOUTH & THE CENTER FOR WOMENS HEALTH,SHREVEPORT,LA
190111,WK PIERREMONT HEALTH CENTER,SHREVEPORT,LA
190111,"WILLIS-KNIGHTON MEDICAL CENTER, INC.",SHREVEPORT,LA
190114,CLAIBORNE MEMORIAL MEDICAL CENTER (FKA HOMER MEMORIAL HOSPITAL),HOMER,LA
190114,HOMER MEMORIAL HOSPITAL,HOMER,LA
190116,MOREHOUSE GENERAL HOSPITAL,BASTROP,LA
190125,ST FRANCIS MEDICAL CENTER INC,MONROE,LA
190133,ALLEN PARISH HOSPITAL DISTRICT NO 3,KINDER,LA
190140,FRANKLIN MEDICAL CENTER,WINNSBORO,LA
190140,FRANKLIN PARISH HOSPITAL SERVICE DISTRICT NO1,WINNSBORO,LA
190144,"CLHG-MINDEN, LLC",SHREVEPORT,LA
190146,EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,LA
190146,JEFFERSON PARISH HOSPITAL SERVICE DISTRICT NO. 2,METAIRIE,LA
190151,RICHLAND PARISH HOSPITAL SERVICE DISTRICT NO 1-B,RAYVILLE,LA
190160,GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,LA
190160,IASIS GLENWOOD REGIONAL MEDICAL CENTER LP,WEST MONROE,LA
190164,CLHG-LEESVILLE LLC,LEESVILLE,LA
190167,CLHG-VILLE PLATTE LLC,SHREVEPORT,LA
190176,"UNIVERSITY HEALTHCARE SYSTEM, L.C.",NEW ORLEANS,LA
190177,LAKEVIEW REGIONAL MEDICAL CENTER,COVINGTON,LA
190182,TULANE MEDICAL CENTER,NEW ORLEANS,LA
190182,TULANE LAKESIDE HOSPITAL (FKA TULANE LAKESIDE HOSPITAL FOR WOMEN AND CHILDREN),METAIRIE,LA
190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,LA
190183,SOUTHERN REGIONAL MEDICAL CORPORATION,HOUMA,LA
190184,HOSPITAL SERVICE DISTRICT NO. 1 OF CALDWELL PARISH,COLUMBIA,LA
190190,"CALDWELL MEMORIAL HOSPITAL, INC.",COLUMBIA,LA
190197,ST FRANCIS MEDICAL CENTER (LA),MONROE,LA
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,LA
190202,EAST BATON ROUGE MEDICAL CENTER LLC,BATON ROUGE,LA
190204,OCHSNER MEDICAL CENTER - NORTH SHORE,SLIDELL,LA
190204,OCHSNER MEDICAL CENTER NORTHSHORE LLC,SLIDELL,LA
190242,OUR LADY OF THE LAKE ASCENSION (FKA ST ELIZABETH HOSPITAL),GONZALES,LA
190274,OCHSNER MEDICAL CENTER - KENNER,KENNER,LA
190274,OCHSNER MEDICAL CENTER KENNER LLC,KENNER,LA
190275,OCEANS BEHAVIORAL HOSPITAL GREATER NEW ORLEANS - WESTBANK,GRETNA,LA
190275,OCHSNER MEDICAL CENTER - WEST BANK CAMPUS,GRETNA,LA
190302,OMEGA HOSPITAL,METAIRIE,LA
190308,ST BERNARD PARISH HOSPITAL,CHALMETTE,LA
190308,HOSPITAL SERVICE DISTRICT OF ST. BERNARD PARISH,CHALMETTE,LA
190312,OUR LADY OF THE ANGELS HOSPITAL (FKA LSU HEALTH BOGALUSA MEDICAL CENTER),BOGALUSA,LA
190312,OUR LADY OF THE ANGELS HOSPITAL INC,BOGALUSA,LA
190313,NEW ORLEANS EAST HOSPITAL,NEW ORLEANS,LA
190313,PARISH HOSPITAL SERVICE DISTRICT FOR THE PARISH OF ORLEANS DIST A,NEW ORLEANS,LA
191301,UNION GENERAL HOSPITAL,FARMERVILLE,LA
191302,ST MARTIN HOSPITAL,BREAUX BRIDGE,LA
191303,ASSUMPTION COMMUNITY HOSPITAL,NAPOLEONVILLE,LA
191304,NORTH CADDO MEDICAL CENTER,VIVIAN,LA
191308,PREVOST MEMORIAL HOSPITAL,DONALDSONVILLE,LA
191310,FRANKLIN FOUNDATION HOSPITAL,FRANKLIN,LA
191312,CHRISTUS COUSHATTA HEALTH CARE CENTER,COUSHATTA,LA
191313,RIVERSIDE MEDICAL CENTER,FRANKLINTON,LA
191321,LALLIE KEMP REGIONAL MEDICAL CENTER (AKA LSU HEALTH),INDEPENDENCE,LA
191324,OCHSNER ST ANNE HOSPITAL,RACELAND,LA
191326,REEVES MEMORIAL MEDICAL CENTER,BERNICE,LA
192010,INTENSIVE SPECIALTY HOSPITAL - SHREVEPORT CAMPUS (FKA PROMISE HOSPITAL OF LOUISIANA),SHREVEPORT,LA
192036,PAM SPECIALTY HOSPITAL OF HAMMOND,HAMMOND,LA
194063,ST JAMES PARISH HOSPITAL,LUTCHER,LA
200001,ST JOSEPH HOSPITAL,LEWISTON,ME
200008,MERCY HOSPITAL,PORTLAND,ME
200009,MAINE MEDICAL CENTER (AKA MMC - BRAMHALL),PORTLAND,ME
200009,MAINEHEALTH,BOOTHBAY HARBOR,ME
200018,AROOSTOOK MEDICAL CENTER,PRESQUE ISLE,ME
200019,MAINEHEALTH,BOOTHBAY HARBOR,ME
200020,YORK HOSPITAL,YORK,ME
200021,MID COAST HOSPITAL,BRUNSWICK,ME
200024,CENTRAL MAINE MEDICAL CENTER,LEWISTON,ME
200031,CITY OF CARIBOU,CARIBOU,ME
200033,EASTERN MAINE MEDICAL CENTER,BREWER,ME
200034,ST MARYS REGIONAL MEDICAL CENTER,LEWISTON,ME
200039,MAINEGENERAL MEDICAL CENTER,WATERVILLE,ME
200041,EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,WATERVILLE,ME
200050,MAINE COAST REGIONAL HEALTH FACILITIES,ELLSWORTH,ME
200052,NORTHERN MAINE MEDICAL CENTER,FORT KENT,ME
200063,MAINEHEALTH,BOOTHBAY HARBOR,ME
210001,MERITUS MEDICAL CENTER INC,HAGERSTOWN,MD
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,BALTIMORE,MD
210002,UNIVERSITY OF MARYLAND MEDICAL SYSTEM CORPORATION,BALTIMORE,MD
210003,UM PRINCE GEORGES HOSPITAL CENTER (FKA PRINCE GEORGES HOSPITAL CENTER),CHEVERLY,MD
210003,DIMENSIONS HEALTH CORPORATION,BOWIE,MD
210004,HOLY CROSS HOSPITAL (MD),SILVER SPRING,MD
210004,HOLY CROSS HEALTH INC,SILVER SPRING,MD
210005,FREDERICK HEALTH HOSPITAL (FKA FREDERICK REGIONAL HEALTH SYSTEM),FREDERICK,MD
210005,FREDERICK HEALTH HOSPITAL INC,FREDERICK,MD
210006,HARFORD MEMORIAL HOSPITAL,HAVRE DE GRACE,MD
210008,MERCY MEDICAL CENTER INC,BALTIMORE,MD
210009,THE JOHNS HOPKINS HOSPITAL,BALTIMORE,MD
210011,SAINT AGNES HOSPITAL (AKA SAINT AGNES HEALTHCARE),BALTIMORE,MD
210011,"ST. AGNES HEALTHCARE, INC.",HALETHORPE,MD
210012,SINAI HOSPITAL OF BALTIMORE,BALTIMORE,MD
210012,"SINAI HOSPITAL OF BALTIMORE, INC",BALTIMORE,MD
210013,GRACE MEDICAL CENTER INC,BALTIMORE,MD
210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,BALTIMORE,MD
210015,FRANKLIN SQUARE HOSPITAL CENTER INC,BALTIMORE,MD
210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,SILVER SPRING,MD
210017,GARRETT COUNTY MEMORIAL HOSPITAL,OAKLAND,MD
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,OLNEY,MD
210018,MONTGOMERY GENERAL HOSPITAL INC,OLNEY,MD
210019,PENINSULA REGIONAL MEDICAL CENTER,SALISBURY,MD
210022,SUBURBAN HOSPITAL,BETHESDA,MD
210022,"SUBURBAN HOSPITAL, INC.",BETHESDA,MD
210023,ANNE ARUNDEL MEDICAL CENTER (FKA ANNE ARUNDEL HEALTH SYSTEM),ANNAPOLIS,MD
210023,"ANNE ARUNDEL MEDICAL CENTER, INC",ANNAPOLIS,MD
210024,MEDSTAR UNION MEMORIAL HOSPITAL,BALTIMORE,MD
210024,UNION MEMORIAL HOSPITAL,BALTIMORE,MD
210027,WESTERN MARYLAND HEALTH SYSTEM CORPORATION,CUMBERLAND,MD
210028,MEDSTAR ST MARYS HOSPITAL,LEONARDTOWN,MD
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,BALTIMORE,MD
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER INC,BALTIMORE,MD
210030,UM SHORE MEDICAL CENTER AT CHESTERTOWN (FKA CHESTER RIVER HOSPITAL CENTER),CHESTERTOWN,MD
210030,CHESTER RIVER HOSPITAL CENTER,HUNT VALLEY,MD
210032,CHRISTIANACARE - UNION HOSPITAL (FKA UNION HOSPITAL OF CECIL COUNTY),ELKTON,MD
210032,UNION HOSPITAL OF CECIL COUNTY,ELKTON,MD
210033,CARROLL HOSPITAL,WESTMINSTER,MD
210033,"CARROLL HOSPITAL CENTER, INC.",WESTMINSTER,MD
210034,MEDSTAR HARBOR HOSPITAL,BALTIMORE,MD
210034,"HARBOR HOSPITAL, INC",BALTIMORE,MD
210035,UNIVERSITY OF MARYLAND CHARLES REGIONAL MEDICAL CENTER (FKA CIVISTA MEDICAL CENTER),LA PLATA,MD
210035,CIVISTA MEDICAL CENTER INC.,PHILADELPHIA,PA
210037,SHORE HEALTH SYSTEM INC,HUNT VALLEY,MD
210038,MARYLAND GENERAL HOSPITAL INC,BALTIMORE,MD
210039,CALVERTHEALTH MEDICAL CENTER (FKA CALVERT MEMORIAL HOSPITAL),PRINCE FREDERICK,MD
210039,CALVERTHEALTH MEDICAL CENTER INC,PRINCE FREDERICK,MD
210040,NORTHWEST HOSPITAL,RANDALLSTOWN,MD
210040,NORTHWEST HOSPITAL CENTER INC,TIMONIUM,MD
210043,UM BALTIMORE WASHINGTON MEDICAL CENTER,GLEN BURNIE,MD
210043,BALTIMORE WASHINGTON MEDICAL CENTER INC.,HUNT VALLEY,MD
210044,GREATER BALTIMORE MEDICAL CENTER (AKA GBMC HEALTHCARE),BALTIMORE,MD
210044,"GREATER BALTIMORE MEDICAL CENTER, INC",BALTIMORE,MD
210048,HOWARD COUNTY GENERAL HOSPITAL,COLUMBIA,MD
210048,"HOWARD COUNTY GENERAL HOSPITAL, INC,",BALTIMORE,MD
210049,UM UPPER CHESAPEAKE MEDICAL CENTER,BEL AIR,MD
210049,UNIVERSITY OF MARYLAND UPPER CHESAPEAKE HEALTH SYSTEM INC,HUNT VALLEY,MD
210051,DOCTORS COMMUNITY HOSPITAL (FKA DOCTORS COMMUNITY HEALTH SYSTEM),LANHAM,MD
210051,DOCTORS HOSPITAL INC,LANHAM,MD
210056,MEDSTAR GOOD SAMARITAN HOSPITAL,BALTIMORE,MD
210056,"THE GOOD SAMARITAN HOSPITAL OF MD, INC",BALTIMORE,MD
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,ROCKVILLE,MD
210057,"ADVENTIST HEALTHCARE, INC.",LAUREL,MD
210060,FORT WASHINGTON MEDICAL CENTER,FORT WASHINGTON,MD
210060,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CENTER INC,GAITHERBURG,MD
210061,ATLANTIC GENERAL HOSPITAL,BERLIN,MD
210061,ATLANTIC GENERAL HOSPITAL CORP,BERLIN,MD
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,CLINTON,MD
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER INC.,BALTIMORE,MD
210063,UM ST JOSEPH MEDICAL CENTER (FKA ST JOSEPH MEDICAL CENTER),TOWSON,MD
210065,HOLY CROSS GERMANTOWN HOSPITAL,GERMANTOWN,MD
210065,HOLY CROSS HEALTH INC,SILVER SPRING,MD
220001,UMASS MEMORIAL HEALTHALLIANCE - BURBANK CAMPUS,FITCHBURG,MA
220001,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,LEOMINSTER,MA
220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA
220006,NORTH SHORE MEDICAL CENTER - SALEM HOSPITAL,SALEM,MA
220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA
220008,STURDY MEMORIAL HOSPITAL INC,ATTLEBORO,MA
220010,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA
220011,CHA CAMBRIDGE HOSPITAL,CAMBRIDGE,MA
220011,CAMBRIDGE PUBLIC HEALTH COMMISSION,CAMBRIDGE,MA
220012,CAPE COD HOSPITAL,HYANNIS,MA
220012,CAPE COD HOSPITAL INC,HYANNIS,MA
220015,COOLEY DICKINSON HOSPITAL,NORTHAMPTON,MA
220015,COOLEY DICKINSON HOSPITAL INC,NORTHAMPTON,MA
220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA
220016,BAYSTATE FRANKLIN MEDICAL CENTER,SPRINGFIELD,MA
220017,CARNEY HOSPITAL,DORCHESTER,MA
220017,"STEWARD CARNEY HOSPITAL, INC.",DORCHESTER,MA
220019,HARRINGTON MEMORIAL HOSPITAL,SOUTHBRIDGE,MA
220019,"HARRINGTON MEMORIAL HOSPITAL, INC.",SOUTHBRIDGE,MA
220020,STEWARD ST. ANNES HOSPITAL CORPORATION,FALL RIVER,MA
220024,HOLYOKE MEDICAL CENTER INC,HOLYOKE,MA
220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA
220030,BAYSTATE WING HOSPITAL,PALMER,MA
220030,BAYSTATE WING HOSPITAL CORPORATION,SPRINGFIELD,MA
220031,BOSTON MEDICAL CENTER,BOSTON,MA
220031,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA
220033,BEVERLY HOSPITAL,BEVERLY,MA
220033,NORTHEAST HOSPITAL CORPORATION,BURLIGNTON,MA
220035,"NORTH SHORE MEDICAL CENTER,INC",SALEM,MA
220036,ST ELIZABETHS MEDICAL CENTER,BRIGHTON,MA
220036,STEWARD ST ELIZABETHS MEDICAL CENTER OF BOSTON INC,BRIGHTON,MA
220046,BERKSHIRE MEDICAL CENTER INC,PITTSFIELD,MA
220049,UMASS MEMORIAL MARLBOROUGH HOSPITAL,MARLBOROUGH,MA
220049,MARLBOROUGH HOSPITAL CORP,MARLBOROUGH,MA
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA
220052,"BROCKTON HOSPITAL, INC.",BROCKTON,MA
220060,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,PLYMOUTH,MA
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,PLYMOUTH,MA
220063,LOWELL GENERAL HOSPITAL - MAIN CAMPUS,LOWELL,MA
220063,THE LOWELL GENERAL HOSPITAL,LOWELL,MA
220065,BAYSTATE NOBLE HOSPITAL (FKA NOBLE HOSPITAL),WESTFIELD,MA
220065,BAYSTATE NOBLE HOSPITAL CORPORATION,WESTFIELD,MA
220066,MERCY MEDICAL CENTER (MA),SPRINGFIELD,MA
220066,THE MERCY HOSPITAL INC,SPRINGFIELD,MA
220070,"MELROSEWAKEFIELD HEALTHCARE, INC",MEDFORD,MA
220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA
220071,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA
220073,MORTON HOSPITAL,TAUNTON,MA
220073,"MORTON HOSPITAL, A STEWARD FAMILY HOSPITAL, INC.",TAUNTON,MA
220074,CHARLTON MEMORIAL HOSPITAL,FALL RIVER,MA
220074,ST LUKES HOSPITAL (MA),NEW BEDFORD,MA
220074,TOBEY HOSPITAL,WAREHAM,MA
220074,SOUTHCOAST HOSPITALS GROUP,WAREHAM,MA
220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA
220077,BAYSTATE CHILDRENS HOSPITAL,SPRINGFIELD,MA
220077,BAYSTATE MEDICAL CENTER,Springfield,MA
220080,HOLY FAMILY HOSPITAL - HAVERHILL (FKA MERRIMACK VALLEY HOSPITAL),HAVERHILL,MA
220080,HOLY FAMILY HOSPITAL - METHUEN,METHUEN,MA
220080,STEWARD HOLY FAMILY HOSPITAL INC,HAVERHILL,MA
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA
220083,"BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM, INC.",NEEDHAM,MA
220084,EMERSON HOSPITAL,CONCORD,MA
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA
220086,HEBREW SENIORLIFE - HEBREW REHABILITATION CENTER,ROSLINDALE,MA
220086,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC",BOSTON,MA
220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA
220090,MILFORD REGIONAL MEDICAL CENTER INC,MILFORD,MA
220095,HENRY HEYWOOD MEMORIAL HOSPITAL,GARDNER,MA
220098,"NASHOBA VALLEY MEDICAL CENTER, A STEWARD FAMILY HOSPITAL INC",AYER,MA
220100,SOUTH SHORE HOSPITAL (MA),SOUTH WEYMOUTH,MA
220100,SOUTH SHORE HOSPITAL INC.,SOUTH WEYMOUTH,MA
220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA
220105,WINCHESTER HOSPITAL,WINCHESTER,MA
220105,"WINCHESTER MEDICAL CENTER, INC.",WINCHESTER,VA
220106,MELROSEWAKEFIELD HOSPITAL,MELROSE,MA
220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON (FKA MILTON HOSPITAL),MILTON,MA
220108,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,MILTON,MA
